factorial,primitive,generator,action,support_fraction,noise_ratio,exposure,effect_strength,ood_distance,n,robust_unsafe_rate,robust_catastrophic_rate,mean_raw_utility,beneficial_both_engines_rate
support_noise,direction,ode,true-full,0.525,0.001,0.55,0.55,0.4,20,0.7,0.0,0.015235775561625111,0.1
support_noise,direction,ode,true-full,0.525,0.01,0.55,0.55,0.4,20,0.85,0.0,0.01409836855500723,0.05
support_noise,direction,ode,true-full,0.525,0.05,0.55,0.55,0.4,20,0.45,0.0,0.024290494515361034,0.45
support_noise,direction,ode,true-full,0.7,0.001,0.55,0.55,0.4,20,0.75,0.0,0.02029241400202136,0.2
support_noise,direction,ode,true-full,0.7,0.01,0.55,0.55,0.4,20,0.75,0.0,0.01941713510322091,0.2
support_noise,direction,ode,true-full,0.7,0.05,0.55,0.55,0.4,20,0.45,0.05,0.0721018008197399,0.5
support_noise,direction,spline,true-full,0.35,0.001,0.55,0.55,0.4,20,0.7,0.0,0.010499809569272616,0.2
support_noise,direction,spline,true-full,0.35,0.01,0.55,0.55,0.4,20,0.7,0.0,0.010467545346727366,0.3
support_noise,direction,spline,true-full,0.35,0.05,0.55,0.55,0.4,20,0.55,0.0,0.010022599693313193,0.3
support_noise,direction,spline,true-full,0.525,0.001,0.55,0.55,0.4,20,0.7,0.05,0.01616356250018875,0.2
support_noise,direction,spline,true-full,0.525,0.01,0.55,0.55,0.4,20,0.8,0.05,0.01523072497040478,0.15
support_noise,direction,spline,true-full,0.525,0.05,0.55,0.55,0.4,20,0.45,0.0,0.021331478622113757,0.45
support_noise,direction,spline,true-full,0.7,0.001,0.55,0.55,0.4,20,0.8,0.0,0.02152518646956983,0.15
support_noise,direction,spline,true-full,0.7,0.01,0.55,0.55,0.4,20,0.85,0.0,0.020092665657428455,0.05
support_noise,direction,spline,true-full,0.7,0.05,0.55,0.55,0.4,20,0.35,0.05,0.06643535826576889,0.55
support_noise,inflection,basis,true-full,0.35,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.001067806517693995,0.0
support_noise,inflection,basis,true-full,0.35,0.01,0.55,0.55,0.4,20,0.9,0.45,-0.0009049356400864337,0.1
support_noise,inflection,basis,true-full,0.35,0.05,0.55,0.55,0.4,20,0.8,0.45,0.0009522043885691825,0.15
support_noise,inflection,basis,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.021158041630427143,0.0
support_noise,inflection,basis,true-full,0.525,0.01,0.55,0.55,0.4,20,1.0,0.9,-0.028051798686410695,0.0
support_noise,inflection,basis,true-full,0.525,0.05,0.55,0.55,0.4,20,0.7,0.65,-0.0074725876230895966,0.25
support_noise,inflection,basis,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.17367630365527476,0.0
support_noise,inflection,basis,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,0.95,-0.11116747740567852,0.0
support_noise,inflection,basis,true-full,0.7,0.05,0.55,0.55,0.4,20,1.0,0.95,-0.13020901378362787,0.0
support_noise,inflection,ode,true-full,0.35,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.0017435860519250574,0.0
support_noise,inflection,ode,true-full,0.35,0.01,0.55,0.55,0.4,20,0.8,0.5,-0.0007661789847274621,0.15
support_noise,inflection,ode,true-full,0.35,0.05,0.55,0.55,0.4,20,0.45,0.25,0.0021467308102271925,0.5
support_noise,inflection,ode,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.02557916865803788,0.0
support_noise,inflection,ode,true-full,0.525,0.01,0.55,0.55,0.4,20,0.95,0.85,-0.025549899863766157,0.05
support_noise,inflection,ode,true-full,0.525,0.05,0.55,0.55,0.4,20,0.95,0.75,-0.016556678687937396,0.05
support_noise,inflection,ode,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.14504916086024286,0.0
support_noise,inflection,ode,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.1408474186105613,0.0
support_noise,inflection,ode,true-full,0.7,0.05,0.55,0.55,0.4,20,0.95,0.75,-0.09836865564133909,0.05
support_noise,inflection,spline,true-full,0.35,0.001,0.55,0.55,0.4,20,1.0,0.95,-0.0012455488670630726,0.0
support_noise,inflection,spline,true-full,0.35,0.01,0.55,0.55,0.4,20,0.85,0.7,-0.0012944863699391753,0.15
support_noise,inflection,spline,true-full,0.35,0.05,0.55,0.55,0.4,20,0.8,0.3,-3.134325632299158e-05,0.2
support_noise,inflection,spline,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.01791592461279238,0.0
support_noise,inflection,spline,true-full,0.525,0.01,0.55,0.55,0.4,20,0.9,0.75,-0.022168111282949904,0.1
support_noise,inflection,spline,true-full,0.525,0.05,0.55,0.55,0.4,20,0.8,0.7,-0.010480698687021502,0.2
support_noise,inflection,spline,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.14862104060671452,0.0
support_noise,inflection,spline,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.13363494164876596,0.0
support_noise,inflection,spline,true-full,0.7,0.05,0.55,0.55,0.4,20,0.95,0.85,-0.13107349458730325,0.05
support_noise,regime,basis,true-full,0.35,0.001,0.55,0.55,0.4,20,0.7,0.7,-0.04475223700965028,0.3
support_noise,regime,basis,true-full,0.35,0.01,0.55,0.55,0.4,20,0.8,0.75,-0.06504973821975966,0.2
support_noise,regime,basis,true-full,0.35,0.05,0.55,0.55,0.4,20,0.8,0.6,-0.041825068653422594,0.15
support_noise,regime,basis,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.30942026935842837,0.0
support_noise,regime,basis,true-full,0.525,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.3255834449690693,0.0
support_noise,regime,basis,true-full,0.525,0.05,0.55,0.55,0.4,20,1.0,1.0,-0.31731537150574524,0.0
support_noise,regime,basis,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.6607527358202555,0.0
support_noise,regime,basis,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.5724262139373041,0.0
support_noise,regime,basis,true-full,0.7,0.05,0.55,0.55,0.4,20,1.0,1.0,-0.7609139861140888,0.0
support_noise,regime,ode,true-full,0.35,0.001,0.55,0.55,0.4,20,0.95,0.8,-0.06431886858496765,0.05
support_noise,regime,ode,true-full,0.35,0.01,0.55,0.55,0.4,20,0.8,0.8,-0.03951183774937211,0.2
support_noise,regime,ode,true-full,0.35,0.05,0.55,0.55,0.4,20,0.65,0.5,-0.02730765714252482,0.35
support_noise,regime,ode,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,0.95,-0.2977923318272912,0.0
support_noise,regime,ode,true-full,0.525,0.01,0.55,0.55,0.4,20,1.0,0.95,-0.3052169529489755,0.0
support_noise,regime,ode,true-full,0.525,0.05,0.55,0.55,0.4,20,1.0,0.95,-0.2985256039580833,0.0
support_noise,regime,ode,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.6354670540687105,0.0
support_noise,regime,ode,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.7339455464370086,0.0
support_noise,regime,ode,true-full,0.7,0.05,0.55,0.55,0.4,20,1.0,1.0,-0.6681911324686094,0.0
support_noise,regime,spline,true-full,0.35,0.001,0.55,0.55,0.4,20,0.6,0.45,-0.025353689145878093,0.4
support_noise,regime,spline,true-full,0.35,0.01,0.55,0.55,0.4,20,0.7,0.6,-0.037869319042716405,0.3
support_noise,regime,spline,true-full,0.35,0.05,0.55,0.55,0.4,20,0.65,0.55,-0.05984655533705041,0.3
support_noise,regime,spline,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,0.95,-0.25711633287885094,0.0
support_noise,regime,spline,true-full,0.525,0.01,0.55,0.55,0.4,20,1.0,0.9,-0.2916348867495996,0.0
support_noise,regime,spline,true-full,0.525,0.05,0.55,0.55,0.4,20,1.0,1.0,-0.3654402674984162,0.0
support_noise,regime,spline,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.5840205926313804,0.0
support_noise,regime,spline,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.7292788698917809,0.0
support_noise,regime,spline,true-full,0.7,0.05,0.55,0.55,0.4,20,1.0,1.0,-0.6361062739921297,0.0
support_noise,turning,basis,true-full,0.35,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.01101738502636095,0.0
support_noise,turning,basis,true-full,0.35,0.01,0.55,0.55,0.4,20,0.85,0.85,-0.0062394910514037075,0.15
support_noise,turning,basis,true-full,0.35,0.05,0.55,0.55,0.4,20,0.7,0.35,-0.003012096664360525,0.3
support_noise,turning,basis,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.06125280340035878,0.0
support_noise,turning,basis,true-full,0.525,0.01,0.55,0.55,0.4,20,1.0,0.95,-0.07725757619197733,0.0
support_noise,turning,basis,true-full,0.525,0.05,0.55,0.55,0.4,20,0.95,0.75,-0.03347435375377521,0.05
support_noise,turning,basis,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.20048689961804253,0.0
support_noise,turning,basis,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.19224673903142137,0.0
support_noise,turning,basis,true-full,0.7,0.05,0.55,0.55,0.4,20,0.95,0.75,-0.1420013501171238,0.05
support_noise,turning,ode,true-full,0.35,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.00496719626831209,0.0
support_noise,turning,ode,true-full,0.35,0.01,0.55,0.55,0.4,20,0.9,0.7,-0.005141398208020976,0.05
support_noise,turning,ode,true-full,0.35,0.05,0.55,0.55,0.4,20,0.8,0.5,-0.004210827334297983,0.2
support_noise,turning,ode,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.05885013014807494,0.0
support_noise,turning,ode,true-full,0.525,0.01,0.55,0.55,0.4,20,1.0,0.85,-0.0593741209604714,0.0
support_noise,turning,ode,true-full,0.525,0.05,0.55,0.55,0.4,20,0.95,0.8,-0.02242070878697807,0.0
support_noise,turning,ode,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.19387095707665086,0.0
support_noise,turning,ode,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,1.0,-0.17599744830006497,0.0
support_noise,turning,ode,true-full,0.7,0.05,0.55,0.55,0.4,20,1.0,0.85,-0.16623795734126082,0.0
support_noise,turning,spline,true-full,0.35,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.00280358560884264,0.0
support_noise,turning,spline,true-full,0.35,0.01,0.55,0.55,0.4,20,0.85,0.75,-0.0010810232871794477,0.15
support_noise,turning,spline,true-full,0.35,0.05,0.55,0.55,0.4,20,0.65,0.15,0.0038645981952958298,0.35
support_noise,turning,spline,true-full,0.525,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.06957717348082353,0.0
support_noise,turning,spline,true-full,0.525,0.01,0.55,0.55,0.4,20,1.0,0.9,-0.06686945905629652,0.0
support_noise,turning,spline,true-full,0.525,0.05,0.55,0.55,0.4,20,1.0,0.9,-0.07832932520988312,0.0
support_noise,turning,spline,true-full,0.7,0.001,0.55,0.55,0.4,20,1.0,1.0,-0.18946125008834455,0.0
support_noise,turning,spline,true-full,0.7,0.01,0.55,0.55,0.4,20,1.0,0.95,-0.17258401144636343,0.0
support_noise,turning,spline,true-full,0.7,0.05,0.55,0.55,0.4,20,1.0,0.8,-0.14015521959526667,0.0
