task_id,prefix_exposure,policy,e_kappa,e_lambda,nrmse_clean_far
21,S,kappa_selective,0.735430091878601,0.024631166843113395,0.08354566825918046
21,S,factorized_joint_weighted,0.735430091878601,0.024631166843113395,0.14635138748904844
21,S,joint_MAP,0.735430091878601,0.024631166843113395,0.3751582548209542
21,J,joint_uniform,0.5884379583190782,0.13072704122418066,0.2518470944782593
21,J,kappa_selective,0.5884379583190782,0.13072704122418066,0.06497737389196341
21,J,factorized_joint_weighted,0.5884379583190782,0.13072704122418066,0.037865745315490765
21,J,joint_MAP,0.5884379583190782,0.13072704122418066,0.07518261167413366
22,L,joint_uniform,0.01833761192591077,2.5680526738458553e-07,0.3629564349881362
22,L,kappa_selective,0.01833761192591077,2.5680526738458553e-07,0.2955949533471964
22,L,factorized_joint_weighted,0.01833761192591077,2.5680526738458553e-07,0.2953927707636607
22,L,joint_MAP,0.01833761192591077,2.5680526738458553e-07,0.2616573658110655
22,S,joint_uniform,0.5326472592371483,0.0014873869934798334,0.3629564349881362
22,S,kappa_selective,0.5326472592371483,0.0014873869934798334,0.05831560130247142
22,S,factorized_joint_weighted,0.5326472592371483,0.0014873869934798334,0.0431643676067426
22,S,joint_MAP,0.5326472592371483,0.0014873869934798334,0.15406468698700423
22,J,joint_uniform,0.7081090173632973,0.1782633157050072,0.3629564349881362
22,J,kappa_selective,0.7081090173632973,0.1782633157050072,0.03308894215024701
22,J,factorized_joint_weighted,0.7081090173632973,0.1782633157050072,0.034224539104625466
22,J,joint_MAP,0.7081090173632973,0.1782633157050072,0.019389644632379816
23,L,joint_uniform,0.0017224420327069945,3.9341427005012974e-08,0.2791460891828233
23,L,kappa_selective,0.0017224420327069945,3.9341427005012974e-08,0.29638931056581774
23,L,factorized_joint_weighted,0.0017224420327069945,3.9341427005012974e-08,0.29646792480113815
23,L,joint_MAP,0.0017224420327069945,3.9341427005012974e-08,0.683857762704619
23,S,joint_uniform,0.3976205941121628,2.4137848569361076e-05,0.2791460891828233
23,S,kappa_selective,0.3976205941121628,2.4137848569361076e-05,0.02049452474253695
23,S,factorized_joint_weighted,0.3976205941121628,2.4137848569361076e-05,0.02023987008998801
23,S,joint_MAP,0.3976205941121628,2.4137848569361076e-05,0.2509952034137824
23,J,joint_uniform,0.4549762928839356,0.10296085594448234,0.2791460891828233
23,J,kappa_selective,0.4549762928839356,0.10296085594448234,0.029897609259148198
23,J,factorized_joint_weighted,0.4549762928839356,0.10296085594448234,0.07523790474473584
23,J,joint_MAP,0.4549762928839356,0.10296085594448234,0.11475521368476034
