primitive,separability,dof,prefix,mean_S,mean_ESS,E_struct,d_eff,V_f_norm
asymptote,low,3,0.5,1.3375368417355427,1647.8234561613242,0.42464183481379303,2.864605428001136,0.036551560636179786
asymptote,low,3,0.6,1.335706760478092,1276.8338759505223,0.44207792533930723,2.7924840716129586,0.035477287551883036
asymptote,low,3,0.7,1.3249787375919597,916.4054616525158,0.4663198979974406,2.656889736596511,0.03273065607891775
asymptote,low,5,0.2,1.1268161727418784,2461.8224063324446,0.44331888207337583,4.627977727557247,0.060168837017960906
asymptote,low,5,0.3,1.030342375847189,1815.189117437961,0.42278056118564034,4.6049645450314864,0.0565632632339594
asymptote,low,5,0.4,0.8689308828868585,1325.3025260602399,0.41661836691903403,4.440973787496117,0.053008337830635716
asymptote,low,5,0.5,0.7583890722475345,1004.588298951989,0.42464183481379303,4.2308476719142645,0.050841840904436976
asymptote,low,5,0.6,0.8214490056056117,782.2278259721294,0.44207792533930723,4.0402590386529456,0.05067817538929253
asymptote,low,5,0.7,1.0437379232187336,604.9679598657535,0.4663198979974406,3.803958506192601,0.05167896961894868
asymptote,mid,1,0.2,1.3862943611198906,3951.854449003729,0.6265587053540078,1.0,0.01145863119613858
asymptote,mid,1,0.3,1.3862943611198906,3380.3668786655057,0.7180242525119697,1.0,0.01128998262271035
asymptote,mid,1,0.4,1.3862943611198906,2396.1653997797016,0.7681953653432405,1.0,0.010984188067220693
asymptote,mid,1,0.5,1.3862943611198906,1497.0609707989606,0.7931033243894027,1.0,0.010304282742407777
asymptote,mid,1,0.6,1.3862943611198906,901.0291187751054,0.8044727277994891,1.0,0.00878152532035365
asymptote,mid,1,0.7,1.3862943611198906,515.1052287077222,0.8088055490416174,1.0,0.006544736000177252
asymptote,mid,3,0.2,1.366738085528872,3055.5988775945975,0.6265587053540078,2.9498816409713786,0.03274975249623489
asymptote,mid,3,0.3,1.3676033349421859,2291.827114932679,0.7180242525119697,2.938024246640058,0.03319866336115551
asymptote,mid,3,0.4,1.3684697774137315,1675.2327627898967,0.7681953653432405,2.899267681058396,0.03323875772816692
asymptote,mid,3,0.5,1.3688920869855867,1212.00318898488,0.7931033243894027,2.8477950096120863,0.03334882821968343
asymptote,mid,3,0.6,1.3679213898026277,827.8136958624208,0.8044727277994891,2.7627056263666727,0.030207913888503756
asymptote,mid,3,0.7,1.3633910605333404,477.5480131858364,0.8088055490416174,2.5514596589965457,0.02687738158595318
asymptote,mid,5,0.2,1.2112451539705458,2378.148358011788,0.6265587053540078,4.661132110177827,0.05435697718676746
asymptote,mid,5,0.3,1.0815400664313717,1560.8212093560098,0.7180242525119697,4.609471365756622,0.051000395092810985
asymptote,mid,5,0.4,0.8744003147178043,996.8043016587612,0.7681953653432405,4.336250849370365,0.04690986965002051
asymptote,mid,5,0.5,0.7705351954830862,639.289747068685,0.7931033243894027,3.9846181972597763,0.0437794942502174
asymptote,mid,5,0.6,0.860205910586282,400.50748608789144,0.8044727277994891,3.660989921954025,0.04039146374283778
asymptote,mid,5,0.7,1.1128920623354892,247.0079702995855,0.8088055490416174,3.3527356620397772,0.04067755205881966
bound,high,1,0.2,0.3570496033670376,3343.4867564922174,0.2510689766243306,1.0,0.11988991418476236
bound,high,1,0.3,0.3300582893428144,2315.6281724439864,0.19681461433930472,1.0,0.10355654234730892
bound,high,1,0.4,0.3124403706116132,1613.860170972317,0.17597580016893855,1.0,0.08488374629114499
bound,high,1,0.5,0.3068128696759302,1208.971569051063,0.1625051533011507,1.0,0.0668179395325991
bound,high,1,0.6,0.3060392562937037,963.5410311641882,0.1348370124052095,1.0,0.05271781294315383
bound,high,1,0.7,0.3059935184922811,802.8443479655147,0.0991799280974928,1.0,0.04219631203719945
bound,high,3,0.2,0.4162536252880083,2128.547153008659,0.2510689766243306,2.3988515541945543,0.3259166809653857
bound,high,3,0.3,0.41389093689121426,1743.5558432110859,0.19681461433930472,2.4247467938625937,0.3302021447061328
bound,high,3,0.4,0.3993537727582937,1340.9458675192145,0.17597580016893855,2.440469082303651,0.3263548316359377
bound,high,3,0.5,0.37416810792305766,1017.2744606414752,0.1625051533011507,2.431162673905192,0.30385394469705446
bound,high,3,0.6,0.34351967751913187,789.3396842411647,0.1348370124052095,2.373710179710258,0.2549631079992019
bound,high,3,0.7,0.3166539838335715,632.8705141338266,0.0991799280974928,2.239739809322877,0.20587871017256246
bound,high,5,0.2,0.44052146670248077,928.3255938756807,0.2510689766243306,3.7313893671734566,0.5530536557329424
bound,high,5,0.3,0.4540205673592211,723.0757064651389,0.19681461433930472,3.529939611786325,0.5100524962208324
bound,high,5,0.4,0.4648545125853849,575.6535174080249,0.17597580016893855,3.4361066346610554,0.49024626014992445
bound,high,5,0.5,0.4689636694786062,452.1669021068137,0.1625051533011507,3.357384460100475,0.483154104758152
bound,high,5,0.6,0.45219489430816484,340.4755638535287,0.1348370124052095,3.203058970239654,0.4500861165937449
